ProductRegNo,SLPID,TAC,RegType,SerialNo,productCategory,modelID,modelDescription,consigneeName
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,D5VW573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,6NWZ473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,42TX473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,99JW473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,4RJY473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,BPSX473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,FQKX573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,HTKX573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,GYKX573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,24DX573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,5RMT573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,JT4W473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,BQ2W573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,91XV573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,1JWZ473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,DPJY473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,1KGW573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,3N8W573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,7QGW573,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,94ZV473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,6NJY473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
SQASI/20/LBL/759993,CIDF15000022,REAB/27L/1218/S(18-4818),SerialNo,4LJY473,NOTEBOOK (HYBRID-ICT),,P29T [WLAN & Bluetooth Module: 9560D2W],DELL GLOBAL BUSINESS CENTER SDN. BHD
